submission_date;state;tot_cases;conf_cases;prob_cases;new_case;pnew_case;tot_death;conf_death;prob_death;new_death;pnew_death;created_at;consent_cases;consent_deaths
03/11/2021;KS;297,229;241,035;56,194;0;0;4,851;;;0;0;03/12/2021 03:20:13 PM;Agree;N/A
06/11/2021;TX;2,965,966;;;1,463;355;51,158;;;17;0;06/13/2021 12:00:00 AM;Not agree;Not agree
02/04/2020;AR;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
10/22/2020;MP;88;88;0;0;0;2;2;0;0;0;10/23/2020 01:44:31 PM;Agree;Agree
04/07/2020;CO;5,429;;;257;;179;;;29;;04/07/2020 04:22:39 PM;Agree;Agree
08/15/2020;FL;563,628;;;6,291;120;9,345;;;204;3;08/16/2020 02:57:14 PM;Not agree;Not agree
05/22/2021;MA;704,796;659,246;45,550;451;46;17,818;17,458;360;5;0;05/23/2021 01:37:59 PM;Agree;Agree
01/06/2021;TX;1,867,163;;;24,010;4,196;33,124;;;345;0;01/08/2021 12:00:00 AM;Not agree;Not agree
05/27/2021;NYC;948,436;782,257;166,179;394;95;33,203;28,130;5,073;6;0;05/25/2021 12:00:00 AM;Agree;Agree
05/05/2021;PR;133,846;117,974;15,872;141;48;2,348;2,005;343;11;2;05/06/2021 02:14:04 PM;Agree;Agree
07/20/2020;GA;147,804;143,697;4,107;2,766;317;3,176;3,176;0;3;0;07/21/2020 10:50:17 AM;Agree;Agree
04/15/2021;MP;162;162;0;1;0;2;2;0;0;0;04/16/2021 02:12:25 PM;Agree;Agree
05/21/2020;GA;38,356;38,334;22;687;0;1,758;1,758;0;69;0;05/22/2020 11:31:45 AM;Agree;Agree
08/29/2020;PR;32,848;15,229;17,619;298;55;434;287;147;6;2;08/30/2020 02:49:52 PM;Agree;Agree
04/16/2020;AK;300;;;7;;9;;;0;;04/16/2020 12:00:00 AM;N/A;N/A
06/26/2020;NYC;216,745;211,890;4,855;395;14;22,892;18,330;4,562;17;0;06/24/2020 12:00:00 AM;Agree;Agree
05/25/2020;CO;24,226;21,941;2,285;89;5;1,331;1,056;275;1;0;05/26/2020 02:23:02 PM;Agree;Agree
05/03/2021;GA;1,103,659;882,074;221,585;870;294;20,227;17,593;2,634;15;0;05/04/2021 02:00:10 PM;Agree;Agree
01/24/2020;AS;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;;
09/23/2020;TX;719,599;;;3,392;0;16,502;;;63;0;09/25/2020 12:00:00 AM;Not agree;Not agree
03/18/2020;AR;37;;;13;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
03/18/2021;AS;4;;;0;0;0;;;0;0;03/19/2021 02:25:43 PM;;
05/22/2020;OK;6,612;;;97;0;331;331;0;3;0;05/23/2020 12:00:00 AM;Not agree;Agree
01/23/2020;PR;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
02/03/2021;MA;531,117;504,564;26,553;2,455;269;15,014;14,712;302;59;0;02/05/2021 12:00:00 AM;Agree;Agree
06/28/2021;NYC;955,439;787,657;167,782;160;26;33,416;28,322;5,094;2;1;06/29/2021 02:25:53 PM;Agree;Agree
03/09/2021;PW;0;;;0;0;0;;;0;0;03/10/2021 02:58:31 PM;;
02/05/2021;AS;3;;;0;0;0;;;0;0;02/06/2021 04:05:17 PM;;
04/05/2021;CO;468,988;439,872;29,116;867;53;6,126;5,393;733;0;0;04/06/2021 01:43:58 PM;Agree;Agree
11/12/2020;HI;16,171;;;94;0;221;;;0;0;11/13/2020 02:54:34 PM;Not agree;Not agree
05/02/2021;OK;449,520;354,680;94,840;149;39;7,257;6,177;1,080;1;0;05/03/2021 12:00:00 AM;Agree;Agree
08/12/2020;GA;232,148;223,995;8,153;3,767;215;4,456;4,456;0;105;0;08/13/2020 10:12:28 AM;Agree;Agree
04/15/2021;OK;445,830;351,957;93,873;276;57;7,214;6,138;1,076;4;0;04/16/2021 12:00:00 AM;Agree;Agree
06/15/2021;HI;35,802;;;33;5;503;;;0;0;06/16/2021 03:10:20 PM;Not agree;Not agree
04/23/2020;AS;0;;;0;0;0;;;0;0;05/25/2020 03:38:40 PM;;
04/23/2021;WV;150,693;118,713;31,980;405;97;2,813;;;5;1;04/24/2021 02:22:34 PM;Agree;Not agree
04/06/2020;TX;7,273;;;480;0;248;;;25;0;04/08/2020 12:00:00 AM;Not agree;Not agree
06/09/2020;CO;28,347;25,787;2,560;164;4;1,553;1,233;320;10;1;06/10/2020 08:56:25 PM;Agree;Agree
07/09/2020;WV;3,826;3,718;108;119;3;95;;;0;0;07/10/2020 03:35:06 PM;Agree;Not agree
03/29/2021;AS;0;;;0;0;0;;;0;0;03/30/2021 02:06:13 PM;;
10/08/2020;CO;75,785;70,559;5,226;863;52;2,095;1,729;366;10;1;10/09/2020 01:43:36 PM;Agree;Agree
05/26/2020;OK;6,861;;;69;0;350;350;0;3;0;05/27/2020 12:00:00 AM;Not agree;Agree
05/07/2020;AK;374;;;2;0;10;;;0;0;05/07/2020 12:00:00 AM;N/A;N/A
05/15/2021;UT;402,325;402,325;0;320;0;2,258;2,191;67;2;0;05/16/2021 01:46:12 PM;Agree;Agree
02/21/2020;GA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
01/18/2021;FL;1,550,444;;;7,877;719;24,274;;;137;12;01/19/2021 02:37:00 PM;Not agree;Not agree
10/10/2020;HI;13,371;;;108;0;168;;;2;0;10/11/2020 01:47:22 PM;Not agree;Not agree
08/08/2020;HI;3,468;;;151;0;31;;;1;0;08/09/2020 10:03:10 AM;Not agree;Not agree
02/04/2021;AK;53,273;;;157;0;308;;;0;0;02/04/2021 12:00:00 AM;N/A;N/A
05/21/2020;WV;1,603;1,603;0;36;0;71;;;2;0;05/22/2020 03:31:45 PM;Agree;Not agree
06/13/2021;NYC;952,683;785,548;167,135;171;26;33,353;28,270;5,083;5;1;06/14/2021 03:07:59 PM;Agree;Agree
04/01/2021;KS;302,372;244,543;57,829;0;173;4,913;;;0;2;04/02/2021 01:56:15 PM;Agree;N/A
03/25/2021;WV;139,251;110,585;28,666;433;122;2,624;;;5;1;03/26/2021 02:14:54 PM;Agree;Not agree
03/28/2020;MP;2;;;2;;0;;;0;;03/28/2020 04:22:39 PM;Agree;Agree
03/12/2020;MP;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
04/16/2021;TX;2,836,978;;;3,474;1,103;49,396;;;39;0;04/18/2021 12:00:00 AM;Not agree;Not agree
12/22/2020;UT;255,085;255,085;0;2,302;0;1,173;1,152;21;12;1;12/23/2020 02:36:58 PM;Agree;Agree
07/09/2021;PR;140,622;123,376;17,246;111;38;2,554;2,198;356;1;0;07/10/2021 02:17:36 PM;Agree;Agree
03/04/2020;CO;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
02/13/2021;MP;134;134;0;0;0;2;2;0;0;0;02/14/2021 02:51:00 PM;Agree;Agree
06/19/2020;OK;13,192;;;535;0;409;409;0;2;0;06/20/2020 12:00:00 AM;Not agree;Agree
03/26/2021;MP;159;159;0;0;0;2;2;0;0;0;03/27/2021 02:01:18 PM;Agree;Agree
03/20/2020;HI;49;;;10;0;0;;;0;;03/26/2020 12:22:39 PM;Not agree;Not agree
02/23/2020;OK;10;;;0;0;0;0;0;0;0;02/24/2020 12:00:00 AM;Not agree;Agree
02/19/2021;FL;1,822,644;;;6,536;1,479;29,692;;;218;17;02/20/2021 02:45:37 PM;Not agree;Not agree
10/02/2020;WV;16,307;15,834;473;283;8;355;;;1;-1;10/03/2020 01:39:53 PM;Agree;Not agree
01/12/2021;AK;49,152;;;158;0;298;;;0;0;01/12/2021 12:00:00 AM;N/A;N/A
07/30/2020;TX;412,107;;;8,800;0;9,718;;;266;0;08/01/2020 12:00:00 AM;Not agree;Not agree
10/27/2020;MP;92;92;0;0;0;2;2;0;0;0;10/28/2020 01:52:28 PM;Agree;Agree
01/03/2021;WV;91,058;73,829;17,229;1,731;365;1,376;;;3;0;01/04/2021 02:55:45 PM;Agree;Not agree
10/09/2020;AS;0;;;0;0;0;;;0;0;10/10/2020 01:30:17 PM;;
06/17/2021;AS;0;;;0;0;0;;;0;0;06/18/2021 01:48:26 PM;;
10/09/2020;NYC;252,962;245,084;7,878;626;84;23,576;18,927;4,649;4;0;10/07/2020 12:00:00 AM;Agree;Agree
08/06/2020;TX;467,485;;;7,598;0;11,195;;;230;0;08/08/2020 12:00:00 AM;Not agree;Not agree
07/08/2020;PR;8,862;2,235;6,627;117;53;159;64;95;0;0;07/09/2020 03:14:15 PM;Agree;Agree
04/09/2020;GA;10,693;10,686;7;613;1;413;;;42;;04/08/2020 12:22:39 PM;Agree;Agree
11/11/2020;KS;109,225;96,852;12,373;5,672;1,382;1,215;;;34;0;11/12/2020 02:55:21 PM;Agree;N/A
02/22/2020;KS;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;N/A
04/17/2020;UT;2,805;;;45;;23;;;1;;04/17/2020 04:22:39 PM;Agree;Agree
06/12/2020;NYC;211,945;207,302;4,643;384;19;22,611;18,067;4,544;38;6;06/10/2020 12:00:00 AM;Agree;Agree
04/21/2020;AS;0;;;0;0;0;;;0;0;04/21/2020 04:22:39 PM;;
03/18/2020;TX;82;;;19;0;6;;;2;0;03/20/2020 12:00:00 AM;Not agree;Not agree
06/05/2021;PR;139,004;122,254;16,750;55;14;2,518;2,165;353;2;0;06/06/2021 01:36:52 PM;Agree;Agree
01/17/2021;UT;323,837;323,837;0;1,585;0;1,493;1,453;40;8;0;01/18/2021 02:39:32 PM;Agree;Agree
05/16/2021;MP;172;172;0;0;0;2;2;0;0;0;05/17/2021 02:13:39 PM;Agree;Agree
07/14/2021;HI;37,174;;;40;3;518;;;0;0;07/15/2021 02:29:47 PM;Not agree;Not agree
02/28/2021;UT;371,235;371,235;0;465;0;1,935;1,879;56;6;0;03/01/2021 03:21:38 PM;Agree;Agree
03/01/2021;OK;433,438;342,765;90,673;270;69;6,925;5,892;1,033;12;0;03/02/2021 12:00:00 AM;Agree;Agree
06/18/2020;AK;713;;;12;0;16;;;0;0;06/18/2020 12:00:00 AM;N/A;N/A
02/24/2020;AK;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;N/A;N/A
02/13/2020;TX;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
02/29/2020;PR;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
08/26/2020;TX;592,137;;;5,407;0;14,272;;;104;0;08/28/2020 12:00:00 AM;Not agree;Not agree
02/09/2020;FL;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
01/23/2020;KS;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;N/A
04/19/2021;KS;306,290;247,648;58,642;429;72;4,955;;;2;0;04/20/2021 02:59:01 PM;Agree;N/A
01/06/2021;NYC;472,480;415,551;56,929;7,988;1,410;25,354;20,592;4,762;64;3;01/04/2021 12:00:00 AM;Agree;Agree
07/03/2020;AS;0;;;0;0;0;;;0;0;07/04/2020 03:30:31 PM;;
01/28/2021;OK;403,811;322,179;81,632;2,168;650;6,114;5,241;873;41;10;01/29/2021 12:00:00 AM;Agree;Agree
06/12/2021;UT;409,364;409,364;0;357;0;2,323;2,252;71;4;0;06/13/2021 01:40:53 PM;Agree;Agree
07/20/2020;OK;34,814;;;368;0;549;547;2;6;0;07/21/2020 12:00:00 AM;Not agree;Agree
04/22/2020;AS;0;;;0;0;0;;;0;0;04/22/2020 04:22:39 PM;;
06/17/2020;AR;13,606;;;415;0;197;;;9;0;06/18/2020 05:16:14 PM;Not agree;Not agree
09/13/2020;AS;0;;;0;0;0;;;0;0;09/14/2020 02:01:21 PM;;
02/26/2021;CO;426,198;402,859;23,339;1,521;198;5,940;5,207;733;15;1;02/27/2021 02:51:23 PM;Agree;Agree
06/23/2020;TX;120,370;;;5,489;0;2,699;;;40;0;06/25/2020 12:00:00 AM;Not agree;Not agree
11/23/2020;AS;3;;;0;0;0;;;0;0;11/24/2020 03:27:55 PM;;
10/17/2020;GA;362,517;338,094;24,423;1,987;451;7,607;7,607;0;51;0;10/18/2020 09:26:54 AM;Agree;Agree
10/19/2020;WV;20,293;19,328;965;212;26;399;;;0;0;10/20/2020 02:59:27 PM;Agree;Not agree
03/15/2020;AR;16;;;4;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
11/18/2020;UT;162,028;162,028;0;3,071;0;740;727;13;8;0;11/19/2020 03:01:36 PM;Agree;Agree
11/16/2020;PW;0;;;0;0;0;;;0;0;11/17/2020 02:52:47 PM;;
07/10/2020;AS;0;;;0;0;0;;;0;0;07/11/2020 06:25:05 PM;;
02/10/2020;AK;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;N/A;N/A
04/15/2020;AS;0;;;0;;0;;;0;;04/15/2020 04:22:39 PM;;
09/15/2020;FL;660,946;;;2,743;263;12,787;;;145;7;09/16/2020 01:53:41 PM;Not agree;Not agree
05/05/2021;KS;310,115;250,455;59,660;235;70;4,999;;;14;1;05/06/2021 02:14:04 PM;Agree;N/A
03/10/2020;PW;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;;
11/01/2020;WV;24,883;22,919;1,964;423;79;457;;;0;0;11/02/2020 02:53:09 PM;Agree;Not agree
06/02/2020;AK;490;;;20;0;13;;;0;0;06/02/2020 12:00:00 AM;N/A;N/A
05/25/2020;NYC;202,802;198,330;4,472;459;3;21,840;17,376;4,464;63;3;05/23/2020 12:00:00 AM;Agree;Agree
02/18/2021;WV;128,760;103,057;25,703;355;42;2,236;;;11;0;02/19/2021 03:33:51 PM;Agree;Not agree
04/22/2020;MA;42,944;42,944;0;1,745;0;2,796;2,717;79;154;1;04/24/2020 12:00:00 AM;Agree;Agree
01/18/2021;KS;259,822;215,587;44,235;3,688;1,533;3,525;;;23;54;01/19/2021 02:37:00 PM;Agree;N/A
12/19/2020;GA;582,300;504,501;77,799;5,763;1,527;10,381;9,435;946;49;10;12/20/2020 02:32:33 PM;Agree;Agree
02/09/2021;AK;53,961;;;106;0;310;;;1;0;02/09/2021 12:00:00 AM;N/A;N/A
04/18/2020;NYC;141,897;138,735;3,162;3,667;136;13,777;10,623;3,154;549;136;04/16/2020 12:00:00 AM;Agree;Agree
12/14/2020;WV;64,394;53,741;10,653;1,177;262;978;;;10;4;12/15/2020 02:39:02 PM;Agree;Not agree
07/29/2020;AS;0;;;0;0;0;;;0;0;07/30/2020 02:42:43 PM;;
03/21/2020;CO;475;;;112;;5;;;1;;03/26/2020 04:22:39 PM;Agree;Agree
09/21/2020;PR;42,596;20,399;22,197;120;32;613;443;170;4;0;09/22/2020 01:51:57 PM;Agree;Agree
04/17/2021;UT;392,509;392,509;0;413;0;2,164;2,103;61;0;0;04/18/2021 01:41:35 PM;Agree;Agree
05/05/2021;MA;693,608;649,855;43,753;1,019;131;17,645;17,292;353;6;0;05/07/2021 12:00:00 AM;Agree;Agree
04/30/2020;MA;62,205;62,205;0;1,940;0;4,125;4,011;114;145;2;05/02/2020 12:00:00 AM;Agree;Agree
08/18/2020;AK;4,381;;;66;0;50;;;0;0;08/18/2020 12:00:00 AM;N/A;N/A
03/29/2021;GA;1,056,421;850,413;206,008;1,165;359;18,962;16,523;2,439;36;0;03/30/2021 02:06:13 PM;Agree;Agree
10/27/2020;NYC;264,354;254,276;10,078;513;151;23,682;19,026;4,656;9;0;10/25/2020 12:00:00 AM;Agree;Agree
02/14/2020;AS;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;;
03/12/2020;WV;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Not agree
05/17/2020;MA;86,010;86,010;0;1,077;0;6,268;6,089;179;83;0;05/19/2020 12:00:00 AM;Agree;Agree
06/10/2021;PR;139,256;122,454;16,802;66;5;2,525;2,172;353;0;0;06/11/2021 02:20:54 PM;Agree;Agree
03/01/2021;AK;56,398;;;67;0;325;;;2;0;03/01/2021 12:00:00 AM;N/A;N/A
07/15/2020;GA;129,193;126,003;3,190;4,102;335;3,091;3,091;0;37;0;07/16/2020 10:22:21 AM;Agree;Agree
04/07/2021;AK;61,747;;;217;0;340;;;0;0;04/07/2021 12:00:00 AM;N/A;N/A
01/10/2021;OK;359,445;290,662;68,783;2,084;700;5,145;4,499;646;72;17;01/11/2021 12:00:00 AM;Agree;Agree
05/25/2020;MA;93,271;93,271;0;596;0;6,879;6,687;192;67;2;05/27/2020 12:00:00 AM;Agree;Agree
11/21/2020;UT;173,979;173,979;0;3,395;0;787;770;17;14;2;11/22/2020 03:02:23 PM;Agree;Agree
06/03/2020;MA;97,964;;;425;;7,366;7,169;197;41;0;06/05/2020 12:00:00 AM;Agree;Agree
04/02/2021;UT;386,550;386,550;0;422;0;2,131;2,071;60;6;0;04/03/2021 01:51:09 PM;Agree;Agree
03/24/2021;UT;382,733;382,733;0;562;0;2,082;2,024;58;5;0;03/25/2021 02:25:23 PM;Agree;Agree
11/21/2020;AK;26,322;;;671;0;171;;;3;0;11/21/2020 12:00:00 AM;N/A;N/A
11/24/2020;MA;211,199;204,060;7,139;2,576;351;10,640;10,407;233;28;1;11/26/2020 12:00:00 AM;Agree;Agree
12/31/2020;MP;122;122;0;0;0;2;2;0;0;0;01/01/2021 02:49:07 PM;Agree;Agree
01/04/2021;WV;91,886;74,329;17,557;828;328;1,396;;;20;4;01/05/2021 03:00:42 PM;Agree;Not agree
10/09/2020;WV;17,707;17,129;578;382;29;376;;;6;-1;10/10/2020 01:30:17 PM;Agree;Not agree
11/21/2020;GA;446,804;402,435;44,369;6,213;3,185;9,179;8,624;555;37;4;11/22/2020 03:02:23 PM;Agree;Agree
06/03/2021;AK;67,591;;;50;0;362;;;0;0;06/04/2021 02:56:57 PM;N/A;N/A
02/07/2021;OK;420,050;333,381;86,669;899;309;6,471;5,519;952;31;7;02/08/2021 12:00:00 AM;Agree;Agree
02/14/2020;PW;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;;
03/07/2021;AS;4;;;0;0;0;;;0;0;03/08/2021 02:47:36 PM;;
06/16/2021;MP;183;183;0;0;0;2;2;0;0;0;06/17/2021 02:38:09 PM;Agree;Agree
01/28/2020;MA;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
11/01/2020;AK;15,757;;;359;0;116;;;0;0;11/01/2020 12:00:00 AM;N/A;N/A
05/05/2020;AR;3,496;;;27;0;83;;;3;0;05/06/2020 04:23:08 PM;Not agree;Not agree
03/13/2021;WV;135,149;107,786;27,363;307;100;2,519;;;8;1;03/14/2021 01:53:25 PM;Agree;Not agree
09/19/2020;KS;52,285;50,038;2,247;0;0;596;;;0;0;09/20/2020 01:53:10 PM;Agree;N/A
03/17/2020;AR;24;;;7;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
02/22/2021;OK;430,526;340,583;89,943;429;129;6,819;5,801;1,018;22;2;02/23/2021 12:00:00 AM;Agree;Agree
10/17/2020;NYC;257,601;249,010;8,591;733;133;23,626;18,974;4,652;9;0;10/15/2020 12:00:00 AM;Agree;Agree
08/29/2020;MP;56;56;0;0;0;2;2;0;0;0;08/30/2020 02:49:52 PM;Agree;Agree
05/22/2020;AS;0;;;0;0;0;;;0;0;05/23/2020 05:58:16 PM;;
07/01/2020;UT;23,386;23,175;211;640;-1;175;175;0;2;0;07/02/2020 03:10:03 PM;Agree;Agree
07/28/2020;HI;1,840;;;110;0;26;;;0;0;07/29/2020 10:34:46 AM;Not agree;Not agree
10/13/2020;MP;77;77;0;0;0;2;2;0;0;0;10/14/2020 01:28:39 PM;Agree;Agree
07/07/2021;HI;36,714;;;34;-1;515;;;0;0;07/08/2021 02:26:57 PM;Not agree;Not agree
03/11/2021;PW;0;;;0;0;0;;;0;0;03/12/2021 03:20:13 PM;;
01/27/2020;FL;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
03/18/2020;AS;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;;
02/07/2021;GA;940,991;772,978;168,013;3,589;436;15,092;13,326;1,766;2;0;02/08/2021 02:53:12 PM;Agree;Agree
08/13/2020;HI;4,512;;;232;0;38;;;0;0;08/14/2020 10:30:03 AM;Not agree;Not agree
11/05/2020;MP;98;98;0;2;0;2;2;0;0;0;11/06/2020 03:33:41 PM;Agree;Agree
01/29/2020;TX;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
07/05/2020;AK;1,141;;;27;0;18;;;0;0;07/05/2020 12:00:00 AM;N/A;N/A
06/15/2020;FL;75,388;;;1,738;0;2,938;;;7;0;06/16/2020 02:10:11 PM;Not agree;Not agree
02/23/2021;AK;55,623;;;57;0;322;;;2;0;02/23/2021 12:00:00 AM;N/A;N/A
11/26/2020;AR;152,625;;;2,348;655;2,436;;;11;1;11/27/2020 03:07:59 PM;Not agree;Not agree
02/01/2021;MP;133;133;0;1;0;2;2;0;0;0;02/02/2021 02:51:51 PM;Agree;Agree
10/21/2020;CO;88,849;82,558;6,291;1,267;237;2,194;1,812;382;12;1;10/22/2020 01:34:46 PM;Agree;Agree
06/07/2020;MP;28;28;0;1;0;2;2;0;0;0;06/08/2020 02:55:08 PM;Agree;Agree
12/02/2020;PR;54,105;52,349;1,756;397;57;1,155;926;229;11;3;12/03/2020 03:21:08 PM;Agree;Agree
10/06/2020;MP;75;75;0;0;0;2;2;0;0;0;10/07/2020 01:45:01 PM;Agree;Agree
04/03/2021;UT;386,997;386,997;0;447;0;2,132;2,072;60;1;0;04/04/2021 01:43:43 PM;Agree;Agree
10/14/2020;FL;732,399;;;2,808;654;15,595;;;64;5;10/15/2020 01:30:46 PM;Not agree;Not agree
09/01/2020;CO;57,775;53,878;3,897;351;52;1,946;1,598;348;1;0;09/02/2020 01:49:48 PM;Agree;Agree
07/03/2020;AK;1,065;;;45;0;18;;;0;0;07/03/2020 12:00:00 AM;N/A;N/A
05/18/2021;AR;339,162;;;313;151;5,805;;;9;1;05/19/2021 02:37:49 PM;Not agree;Not agree
04/16/2021;MA;669,282;628,512;40,770;2,216;254;17,455;17,105;350;9;0;04/18/2021 12:00:00 AM;Agree;Agree
09/08/2020;AR;66,757;;;477;183;917;;;9;0;09/09/2020 01:47:50 PM;Not agree;Not agree
03/01/2020;OK;31;;;3;0;0;0;0;0;0;03/02/2020 12:00:00 AM;Not agree;Agree
04/02/2020;CO;3,728;;;386;;97;;;17;;04/01/2020 04:22:39 PM;Agree;Agree
07/10/2020;AK;1,323;;;50;0;21;;;1;0;07/10/2020 12:00:00 AM;N/A;N/A
11/06/2020;NYC;274,216;261,638;12,578;1,487;376;23,764;19,103;4,661;9;0;11/04/2020 12:00:00 AM;Agree;Agree
10/23/2020;AR;104,135;;;1,337;290;1,782;;;10;0;10/24/2020 01:26:44 PM;Not agree;Not agree
05/12/2020;PR;2,299;2,299;0;43;0;114;58;56;1;0;05/13/2020 03:26:08 PM;Agree;Agree
08/20/2020;HI;6,048;;;230;0;45;;;2;0;08/21/2020 10:27:34 AM;Not agree;Not agree
07/27/2020;PR;15,840;5,585;10,255;409;240;209;104;105;8;3;07/28/2020 02:21:07 PM;Agree;Agree
06/08/2021;MP;183;183;0;0;0;2;2;0;0;0;06/09/2021 02:26:44 PM;Agree;Agree
11/12/2020;GA;416,217;379,873;36,344;2,802;265;8,881;8,403;478;548;478;11/13/2020 09:54:34 AM;Agree;Agree
04/27/2020;TX;25,297;;;666;0;906;;;25;0;07/14/2021 01:57:44 PM;Not agree;Not agree
04/13/2020;PR;903;;;6;;45;;;1;;04/12/2020 04:22:39 PM;Agree;Agree
03/04/2021;AK;56,823;;;127;0;326;;;0;0;03/04/2021 12:00:00 AM;N/A;N/A
03/21/2020;FL;706;;;196;;12;;;1;;03/26/2020 04:22:39 PM;Not agree;Not agree
12/07/2020;WV;56,128;47,242;8,886;1,131;215;841;;;3;-3;12/08/2020 02:59:49 PM;Agree;Not agree
08/24/2020;MA;116,421;116,421;;571;;8,966;8,760;206;17;1;08/26/2020 12:00:00 AM;Agree;Agree
01/24/2021;PW;0;;;0;0;0;;;0;0;01/25/2021 02:42:40 PM;;
05/17/2021;AR;338,849;;;67;22;5,796;;;2;0;05/18/2021 02:26:44 PM;Not agree;Not agree
04/18/2021;FL;2,128,136;;;6,749;1,715;34,439;;;35;1;04/19/2021 03:04:26 PM;Not agree;Not agree
09/11/2020;PW;0;;;0;0;0;;;0;0;09/12/2020 02:12:43 PM;;
05/18/2020;PR;2,710;2,710;0;64;0;124;60;64;1;1;05/19/2020 03:45:23 PM;Agree;Agree
09/12/2020;UT;58,203;57,719;484;692;7;432;432;0;-1;0;09/13/2020 04:17:15 PM;Agree;Agree
03/25/2020;AR;306;;;76;;2;;;0;;03/26/2020 04:22:39 PM;Not agree;Not agree
05/13/2021;KS;311,521;251,551;59,970;183;31;5,029;;;0;0;05/14/2021 02:07:22 PM;Agree;N/A
07/30/2020;MA;109,400;109,400;;304;;8,611;8,406;205;10;0;08/01/2020 12:00:00 AM;Agree;Agree
01/01/2021;HI;21,258;;;232;0;287;;;1;0;01/02/2021 02:50:51 PM;Not agree;Not agree
09/07/2020;MP;59;59;0;1;0;2;2;0;0;0;09/08/2020 02:47:00 PM;Agree;Agree
04/07/2021;KS;303,767;245,561;58,206;540;159;4,932;;;5;1;04/08/2021 01:46:50 PM;Agree;N/A
04/09/2021;AR;331,882;;;178;58;5,661;;;-1;0;04/10/2021 01:45:46 PM;Not agree;Not agree
11/22/2020;AR;145,173;;;1,352;75;2,357;;;20;0;11/23/2020 03:04:35 PM;Not agree;Not agree
07/09/2021;CO;561,912;522,067;39,845;366;281;6,837;6,037;800;10;4;07/10/2021 02:17:36 PM;Agree;Agree
04/28/2020;FL;31,986;;;696;0;1,171;;;83;0;04/29/2020 06:12:08 PM;Not agree;Not agree
03/10/2021;CO;439,265;413,827;25,438;1,240;275;6,003;5,269;734;6;1;03/11/2021 03:36:21 PM;Agree;Agree
03/16/2021;MP;156;156;0;2;0;2;2;0;0;0;03/17/2021 02:24:24 PM;Agree;Agree
04/25/2020;CO;12,868;11,533;1,335;684;146;670;564;106;-2;-15;05/25/2020 03:38:40 PM;Agree;Agree
03/22/2020;AS;0;;;0;;0;;;0;;03/26/2020 04:22:39 PM;;
07/11/2020;MA;105,457;105,457;;167;;8,334;8,132;202;11;0;07/13/2020 12:00:00 AM;Agree;Agree
07/06/2020;MP;31;31;0;0;0;2;2;0;0;0;07/07/2020 02:58:02 PM;Agree;Agree
04/01/2020;AK;141;;;13;;6;;;0;;04/01/2020 12:00:00 AM;N/A;N/A
12/31/2020;MA;375,178;359,445;15,733;7,260;373;12,613;12,346;267;84;1;01/02/2021 12:00:00 AM;Agree;Agree
09/03/2020;PW;0;;;0;0;0;;;0;0;09/04/2020 01:36:16 PM;;
11/05/2020;CO;121,006;113,607;7,399;3,369;46;2,353;1,956;397;20;-1;11/06/2020 03:33:41 PM;Agree;Agree
09/15/2020;PR;38,284;18,252;20,032;112;66;570;403;167;19;1;09/16/2020 01:53:41 PM;Agree;Agree
06/02/2021;GA;1,124,571;896,622;227,949;491;124;20,867;18,085;2,782;29;13;06/03/2021 03:22:54 PM;Agree;Agree
07/09/2020;UT;28,054;27,818;236;574;4;209;209;0;8;0;07/10/2020 03:35:06 PM;Agree;Agree
03/03/2020;MA;2;;;1;;0;;;0;;03/26/2020 04:22:39 PM;Agree;Agree
07/05/2021;FL;2,344,516;;;2,301;575;38,018;;;11;0;07/06/2021 01:52:24 PM;Not agree;Not agree
12/01/2020;AK;32,332;;;539;0;208;;;3;0;12/01/2020 12:00:00 AM;N/A;N/A
